commit_frequency,pr_review_time_hrs,pr_rejection_ratio,issue_completion_days,reopened_issues_ratio,sprint_delay_pct,overdue_task_ratio,blocked_task_ratio,team_size,days_remaining_ratio,effort_ratio,inactive_contributors_ratio,risk_score,risk_class
5.344227993832054,12.772555188889994,0.01841672209720188,6.164850375114883,0.04670281074631896,0.23789408780781757,0.03542097450496793,0.07487620609523675,14,0.3580193832421502,1.050180737686057,0.39433639290343026,18.68,low
3.6707915974533813,24.40209829061067,0.18314965355643087,17.535128702687686,0.17487199286330943,0.23253319787589816,0.25659032543158883,0.38062030721740275,14,0.3487920283357395,1.4362771090633015,0.40872704805036586,57.31,medium
3.453420850279893,7.873361792598011,0.28061012267629143,36.25239819956231,0.21152627145409586,0.27531912537075126,0.15825703476480557,0.1360235822352298,26,0.4777676118965275,1.3654554569782857,0.47602530742369814,50.87,medium
3.4534573131716173,35.57632447886948,0.16635896435599154,45.80621365752785,0.03325645464192707,0.5276137623278607,0.16110789684721366,0.11362856092391019,21,0.21784477877775354,0.6657997273712876,0.11272057947739218,36.15,low
9.24920990577959,16.366306803840406,0.363544145958298,2.3382695115137757,0.054718964839527824,0.19471476841125676,0.5716077121114128,0.03612162008946694,10,0.5338041506175863,1.1912609234286526,0.010336231337346152,37.55,low
6.189678382502199,6.175284875179657,0.11286640862298229,2.3479664071676627,0.04121452007112327,0.3539332510766011,0.3870441545236233,0.022406147682601154,30,0.3193351772587013,1.605137847412687,0.08145538475917977,32.19,low
2.956710113479618,12.036888437860068,0.40918141798354785,4.239545213904515,0.05527824648333084,0.1671984028706633,0.25898192314945423,0.2552757913197558,22,0.41386942101340773,1.2175945710376639,0.22693628660460238,34.68,low
5.481614548124477,9.587346355498958,0.14642147186712615,6.705795557051927,0.058778566176364615,0.3447234933071704,0.2500471530539091,0.33987574160225953,24,0.4153920630967959,0.799084294001474,0.2417543993335713,36.47,low
4.622438905131498,19.86935014387887,0.27083554719151026,21.527293601490985,0.1498167170121733,0.3702982556329377,0.27154539088729424,0.040790829146336784,22,0.7985804271092373,1.5658394161980498,0.2817148469858657,52.42,medium
0.9054850866957896,3.744257191719393,0.12899935532711415,9.99208197519874,0.24686641466294906,0.15085089978209945,0.25284057698117635,0.05735447246820266,16,0.6076555964567205,1.4076912443045935,0.27133510027470126,48.09,medium
1.9966468619929643,11.830113803893529,0.5462473096685666,2.310283620102277,0.010059401102917621,0.08476248057947662,0.5393129046438575,0.40567161746755814,21,0.3358019373133281,1.2283823713179143,0.10159667885555079,54.37,medium
4.8201770532255415,18.089058498651333,0.11832063790065743,3.7086727868452765,0.1496999985211671,0.1301547812198342,0.47612257356642995,0.027092097561761192,1,0.8161090014673354,3.021049982957943,0.4061235419335249,70.79,high
8.771265481401542,12.591516671878686,0.33502095390999115,5.849755313562728,0.2080836286963317,0.16046663519262458,0.05650358360133784,0.06317408484168707,7,0.2660948822240127,1.476825359974543,0.12544864276423534,22.68,low
3.4720591948773465,46.849542544992204,0.1770155949639776,1.8379889601782544,0.0763474456076669,0.32203056154411247,0.41897517873514484,0.038040552598285,16,0.17703111359158485,1.517443027563976,0.004491424330347609,41.71,medium
2.8092278443598033,26.41739709711663,0.5105542481792971,6.11616194138347,0.2354766850670995,0.1110395317072072,0.24808765975745217,0.17138663359381934,6,0.10325693107049405,1.623265085764905,0.25697430842188695,47.35,medium
4.27790208666662,12.091699231468594,0.09745055741798178,2.337896344970012,0.08843258101168162,0.06894810251545298,0.28472621418604765,0.07180906017690739,1,0.6801083347732392,1.1815550279589966,0.48502532133518655,35.87,low
2.7017531466553724,15.13014479021459,0.26163333165527514,1.61514234668724,0.1869492082648092,0.28147831008909957,0.12135512481101315,0.09616643888990832,28,0.2811743072461501,0.8946283371515611,0.2482790363950587,31.17,low
3.327197419809882,16.373522549762402,0.47037354307080154,2.8360486881694884,0.055593616545357334,0.36179222864857574,0.003142294216315757,0.27320964531619835,24,0.41007272236009684,1.3742023464337543,0.19139029973193314,41.03,medium
3.9670296903341593,18.234211898620234,0.19174890577982123,8.404916598046697,0.13997798580393764,0.1508834446207156,0.14043726581133079,0.05568822673950065,1,0.9186257426288323,1.4589707603527877,0.21372185404516103,40.94,medium
1.9282668833545016,1.9627410758654575,0.2028947525324158,8.358613539531351,0.13192944318552272,0.2169358837764973,0.44331617367207093,0.049117162865444965,25,0.4623986956122764,0.7896046481681765,0.3755666464255261,49.25,medium
6.372038502770934,9.01124916640536,0.15848757180934994,6.535985462594313,0.022973044716233,0.42046220417977154,0.42308444083843527,0.3877071254355356,23,0.23065556728078151,2.375793083790248,0.2242105466833827,60.67,medium
